#0 altitude #1 signal 
0.00000000e+00	6.19000000e+02
1.50000000e-01	3.51000000e+02
3.00000000e-01	9.80000000e+02
4.50000000e-01	8.36000000e+02
6.00000000e-01	9.78000000e+02
7.50000000e-01	9.29000000e+02
9.00000000e-01	8.45000000e+02
1.05000000e+00	9.51000000e+02
1.20000000e+00	8.01000000e+02
1.35000000e+00	8.26000000e+02
1.50000000e+00	4.07310000e+04
1.65000000e+00	6.74000000e+02
1.80000000e+00	7.00000000e+00
1.95000000e+00	0.00000000e+00
2.10000000e+00	5.65800000e+03
2.25000000e+00	3.92000000e+02
2.40000000e+00	5.17730000e+04
2.55000000e+00	2.21300000e+04
2.70000000e+00	1.79815000e+05
2.85000000e+00	1.44652000e+05
3.00000000e+00	1.79992000e+05
3.15000000e+00	1.79979000e+05
3.30000000e+00	1.79994000e+05
3.45000000e+00	1.79995000e+05
3.60000000e+00	1.79997000e+05
3.75000000e+00	1.79993000e+05
3.90000000e+00	1.79988000e+05
4.05000000e+00	1.79994000e+05
4.20000000e+00	1.79981000e+05
4.35000000e+00	1.79979000e+05
4.50000000e+00	1.79960000e+05
4.65000000e+00	1.79973000e+05
4.80000000e+00	1.79928000e+05
4.95000000e+00	1.79945000e+05
5.10000000e+00	1.79924000e+05
5.25000000e+00	1.79926000e+05
5.40000000e+00	1.79896000e+05
5.55000000e+00	1.79901000e+05
5.70000000e+00	1.79817000e+05
5.85000000e+00	1.79886000e+05
6.00000000e+00	1.79786000e+05
6.15000000e+00	1.79820000e+05
6.30000000e+00	1.79834000e+05
6.45000000e+00	1.79799000e+05
6.60000000e+00	1.79803000e+05
6.75000000e+00	1.79798000e+05
6.90000000e+00	1.79774000e+05
7.05000000e+00	1.79781000e+05
7.20000000e+00	1.79719000e+05
7.35000000e+00	1.79727000e+05
7.50000000e+00	1.79630000e+05
7.65000000e+00	1.79667000e+05
7.80000000e+00	1.79512000e+05
7.95000000e+00	1.79588000e+05
8.10000000e+00	1.79332000e+05
8.25000000e+00	1.79421000e+05
8.40000000e+00	1.79062000e+05
8.55000000e+00	1.79220000e+05
8.70000000e+00	1.78595000e+05
8.85000000e+00	1.78896000e+05
9.00000000e+00	1.77727000e+05
9.15000000e+00	1.78236000e+05
9.30000000e+00	1.76760000e+05
9.45000000e+00	1.77257000e+05
9.60000000e+00	1.75123000e+05
9.75000000e+00	1.76033000e+05
9.90000000e+00	1.73254000e+05
1.00500000e+01	1.74297000e+05
1.02000000e+01	1.71330000e+05
1.03500000e+01	1.72283000e+05
1.05000000e+01	1.75531000e+05
1.06500000e+01	1.74241000e+05
1.08000000e+01	1.69960000e+05
1.09500000e+01	1.73147000e+05
1.11000000e+01	1.58888000e+05
1.12500000e+01	1.63041000e+05
1.14000000e+01	1.51831000e+05
1.15500000e+01	1.55222000e+05
1.17000000e+01	1.45284000e+05
1.18500000e+01	1.48354000e+05
1.20000000e+01	1.39610000e+05
